boite,ligne,colonne,concentration,date_ponte,data_comptage,entree1,entree2,nb_oeufs,compteur,test
P38,1,1,"1,2",16/08/19,19/08/19,0,0,0,JL,OK
P38,1,2,0,16/08/19,19/08/19,0,0,0,JL,OK
P38,1,3,"1,5",16/08/19,19/08/19,0,0,0,JL,OK
P38,1,4,"1,05",16/08/19,19/08/19,0,0,0,JL,OK
P38,2,1,"0,45",16/08/19,19/08/19,0,0,0,JL,OK
P38,2,2,"0,15",16/08/19,19/08/19,2,2,2,JL,OK
P38,2,3,"1,65",16/08/19,19/08/19,1,1,1,JL,OK
P38,2,4,"0,9",16/08/19,19/08/19,1,1,1,JL,OK
P38,3,1,"0,6",16/08/19,19/08/19,2,2,2,JL,OK
P38,3,2,"0,75",16/08/19,19/08/19,3,3,3,JL,OK
P38,3,3,"1,35",16/08/19,19/08/19,1,1,1,JL,OK
P38,3,4,"0,3",16/08/19,19/08/19,2,2,2,JL,OK
P40,1,1,"0,15",16/08/19,20/08/19,0,0,0,JL,OK
P40,1,2,"1,05",16/08/19,20/08/19,0,0,0,JL,OK
P40,1,3,"1,65",16/08/19,20/08/19,0,0,0,JL,OK
P40,1,4,"1,35",16/08/19,20/08/19,0,0,0,JL,OK
P40,2,1,"1,5",16/08/19,20/08/19,2,2,2,JL,OK
P40,2,2,"0,9",16/08/19,20/08/19,1,1,1,JL,OK
P40,2,3,"1,2",16/08/19,20/08/19,6,6,6,JL,OK
P40,2,4,"0,75",16/08/19,20/08/19,0,0,0,JL,OK
P40,3,1,"0,3",16/08/19,20/08/19,0,0,0,JL,OK
P40,3,2,0,16/08/19,20/08/19,3,3,3,JL,OK
P40,3,3,"0,6",16/08/19,20/08/19,0,0,0,JL,OK
P40,3,4,"0,45",16/08/19,20/08/19,2,2,2,JL,OK
P41,1,1,"0,45",16/08/19,19/08/19,0,0,0,JL,OK
P41,1,2,0,16/08/19,19/08/19,5,5,5,JL,OK
P41,1,3,"1,2",16/08/19,19/08/19,0,0,0,JL,OK
P41,1,4,"0,9",16/08/19,19/08/19,0,0,0,JL,OK
P41,2,1,"1,65",16/08/19,19/08/19,0,0,0,JL,OK
P41,2,2,"0,15",16/08/19,19/08/19,0,0,0,JL,OK
P41,2,3,"1,05",16/08/19,19/08/19,1,1,1,JL,OK
P41,2,4,"0,3",16/08/19,19/08/19,7,7,7,JL,OK
P41,3,1,"1,5",16/08/19,19/08/19,0,0,0,JL,OK
P41,3,2,"1,35",16/08/19,19/08/19,14,14,14,JL,OK
P41,3,3,"0,75",16/08/19,19/08/19,3,3,3,JL,OK
P41,3,4,"0,6",16/08/19,19/08/19,24,24,24,JL,OK
P42,1,1,"0,45",16/08/19,19/08/19,0,0,0,JL,OK
P42,1,2,"1,5",16/08/19,19/08/19,0,0,0,JL,OK
P42,1,3,"0,9",16/08/19,19/08/19,0,0,0,JL,OK
P42,1,4,"0,3",16/08/19,19/08/19,13,13,13,JL,OK
P42,2,1,"1,2",16/08/19,19/08/19,5,5,5,JL,OK
P42,2,2,"0,15",16/08/19,19/08/19,4,4,4,JL,OK
P42,2,3,"1,35",16/08/19,19/08/19,0,0,0,JL,OK
P42,2,4,"1,05",16/08/19,19/08/19,10,10,10,JL,OK
P42,3,1,"0,75",16/08/19,19/08/19,7,7,7,JL,OK
P42,3,2,"1,65",16/08/19,19/08/19,6,6,6,JL,OK
P42,3,3,0,16/08/19,19/08/19,0,0,0,JL,OK
P42,3,4,"0,6",16/08/19,19/08/19,13,13,13,JL,OK
P43,1,1,"0,3",16/08/19,19/08/19,35,35,35,JL,OK
P43,1,2,"1,35",16/08/19,19/08/19,7,7,7,JL,OK
P43,1,3,"1,5",16/08/19,19/08/19,18,18,18,JL,OK
P43,1,4,"1,65",16/08/19,19/08/19,12,12,12,JL,OK
P43,2,1,"0,15",16/08/19,19/08/19,11,11,11,JL,OK
P43,2,2,"0,9",16/08/19,19/08/19,1,1,1,JL,OK
P43,2,3,"0,6",16/08/19,19/08/19,0,0,0,JL,OK
P43,2,4,"0,45",16/08/19,19/08/19,7,7,7,JL,OK
P43,3,1,"0,75",16/08/19,19/08/19,12,12,12,JL,OK
P43,3,2,0,16/08/19,19/08/19,18,18,18,JL,OK
P43,3,3,"1,05",16/08/19,19/08/19,11,11,11,JL,OK
P43,3,4,"1,2",16/08/19,19/08/19,6,6,6,JL,OK
P44,1,1,"1,65",16/08/19,19/08/19,2,2,2,JL,OK
P44,1,2,"1,05",16/08/19,19/08/19,6,6,6,JL,OK
P44,1,3,"1,35",16/08/19,19/08/19,23,23,23,JL,OK
P44,1,4,"0,3",16/08/19,19/08/19,45,45,45,JL,OK
P44,2,1,"1,5",16/08/19,19/08/19,0,0,0,JL,OK
P44,2,2,"0,15",16/08/19,19/08/19,0,0,0,JL,OK
P44,2,3,"0,9",16/08/19,19/08/19,2,2,2,JL,OK
P44,2,4,"0,75",16/08/19,19/08/19,14,14,14,JL,OK
P44,3,1,"1,2",16/08/19,19/08/19,0,0,0,JL,OK
P44,3,2,"0,45",16/08/19,19/08/19,0,0,0,JL,OK
P44,3,3,0,16/08/19,19/08/19,12,12,12,JL,OK
P44,3,4,"0,6",16/08/19,19/08/19,20,20,20,JL,OK
P45,1,1,"0,75",16/08/19,20/08/19,49,49,49,JL,OK
P45,1,2,"1,65",16/08/19,20/08/19,0,0,0,JL,OK
P45,1,3,0,16/08/19,20/08/19,3,3,3,JL,OK
P45,1,4,"0,15",16/08/19,20/08/19,10,10,10,JL,OK
P45,2,1,"1,05",16/08/19,20/08/19,11,11,11,JL,OK
P45,2,2,"0,3",16/08/19,20/08/19,2,2,2,JL,OK
P45,2,3,"0,6",16/08/19,20/08/19,0,0,0,JL,OK
P45,2,4,"0,9",16/08/19,20/08/19,0,0,0,JL,OK
P45,3,1,"1,35",16/08/19,20/08/19,26,26,26,JL,OK
P45,3,2,"1,2",16/08/19,20/08/19,4,4,4,JL,OK
P45,3,3,"1,5",16/08/19,20/08/19,7,7,7,JL,OK
P45,3,4,"0,45",16/08/19,20/08/19,4,4,4,JL,OK
P46,1,1,"0,45",16/08/19,19/08/19,26,26,26,JL,OK
P46,1,2,"0,75",16/08/19,19/08/19,2,2,2,JL,OK
P46,1,3,"1,5",16/08/19,19/08/19,0,0,0,JL,OK
P46,1,4,0,16/08/19,19/08/19,6,6,6,JL,OK
P46,2,1,"0,15",16/08/19,19/08/19,4,4,4,JL,OK
P46,2,2,"1,05",16/08/19,19/08/19,2,2,2,JL,OK
P46,2,3,"0,6",16/08/19,19/08/19,0,0,0,JL,OK
P46,2,4,"1,2",16/08/19,19/08/19,4,4,4,JL,OK
P46,3,1,"0,3",16/08/19,19/08/19,39,39,39,JL,OK
P46,3,2,"1,35",16/08/19,19/08/19,2,2,2,JL,OK
P46,3,3,"0,9",16/08/19,19/08/19,5,5,5,JL,OK
P46,3,4,"1,65",16/08/19,19/08/19,6,6,6,JL,OK
P47,1,1,"0,45",16/08/19,19/08/19,1,1,1,JL,OK
P47,1,2,"0,15",16/08/19,19/08/19,0,0,0,JL,OK
P47,1,3,"0,6",16/08/19,19/08/19,0,0,0,JL,OK
P47,1,4,"1,65",16/08/19,19/08/19,0,0,0,JL,OK
P47,2,1,"0,75",16/08/19,19/08/19,13,13,13,JL,OK
P47,2,2,"1,35",16/08/19,19/08/19,0,0,0,JL,OK
P47,2,3,"1,5",16/08/19,19/08/19,0,0,0,JL,OK
P47,2,4,0,16/08/19,19/08/19,15,15,15,JL,OK
P47,3,1,"0,9",16/08/19,19/08/19,5,5,5,JL,OK
P47,3,2,"0,3",16/08/19,19/08/19,2,2,2,JL,OK
P47,3,3,"1,2",16/08/19,19/08/19,1,1,1,JL,OK
P47,3,4,"1,05",16/08/19,19/08/19,2,2,2,JL,OK
P48,1,1,"0,3",16/08/19,19/08/19,8,8,8,JL,OK
P48,1,2,"0,6",16/08/19,19/08/19,4,4,4,JL,OK
P48,1,3,"1,2",16/08/19,19/08/19,9,9,9,JL,OK
P48,1,4,"1,5",16/08/19,19/08/19,7,7,7,JL,OK
P48,2,1,"0,9",16/08/19,19/08/19,2,2,2,JL,OK
P48,2,2,"1,65",16/08/19,19/08/19,18,18,18,JL,OK
P48,2,3,"1,05",16/08/19,19/08/19,0,0,0,JL,OK
P48,2,4,0,16/08/19,19/08/19,0,0,0,JL,OK
P48,3,1,"0,45",16/08/19,19/08/19,16,16,16,JL,OK
P48,3,2,"0,15",16/08/19,19/08/19,17,17,17,JL,OK
P48,3,3,"1,35",16/08/19,19/08/19,17,17,17,JL,OK
P48,3,4,"0,75",16/08/19,19/08/19,0,0,0,JL,OK
P49,1,1,"1,2",16/08/19,19/08/19,6,6,6,JL,OK
P49,1,2,"0,6",16/08/19,19/08/19,4,4,4,JL,OK
P49,1,3,"1,05",16/08/19,19/08/19,11,11,11,JL,OK
P49,1,4,"1,65",16/08/19,19/08/19,2,2,2,JL,OK
P49,2,1,"1,35",16/08/19,19/08/19,22,22,22,JL,OK
P49,2,2,"1,5",16/08/19,19/08/19,0,0,0,JL,OK
P49,2,3,"0,45",16/08/19,19/08/19,0,0,0,JL,OK
P49,2,4,"0,3",16/08/19,19/08/19,2,2,2,JL,OK
P49,3,1,"0,15",16/08/19,19/08/19,22,22,22,JL,OK
P49,3,2,0,16/08/19,19/08/19,12,12,12,JL,OK
P49,3,3,"0,75",16/08/19,19/08/19,0,0,0,JL,OK
P49,3,4,"0,9",16/08/19,19/08/19,34,34,34,JL,OK
P52,1,1,"0,6",16/08/19,20/08/19,8,8,8,JL,OK
P52,1,2,"1,05",16/08/19,20/08/19,6,6,6,JL,OK
P52,1,3,"1,2",16/08/19,20/08/19,1,1,1,JL,OK
P52,1,4,"0,15",16/08/19,20/08/19,34,34,34,JL,OK
P52,2,1,"0,75",16/08/19,20/08/19,0,0,0,JL,OK
P52,2,2,0,16/08/19,20/08/19,0,0,0,JL,OK
P52,2,3,"0,9",16/08/19,20/08/19,0,0,0,JL,OK
P52,2,4,"0,45",16/08/19,20/08/19,3,3,3,JL,OK
P52,3,1,"1,65",16/08/19,20/08/19,6,6,6,JL,OK
P52,3,2,"1,5",16/08/19,20/08/19,1,1,1,JL,OK
P52,3,3,"1,35",16/08/19,20/08/19,10,10,10,JL,OK
P52,3,4,"0,3",16/08/19,20/08/19,49,49,49,JL,OK
P53,1,1,"1,35",16/08/19,19/08/19,9,9,9,JL,OK
P53,1,2,"0,15",16/08/19,19/08/19,12,12,12,JL,OK
P53,1,3,"0,6",16/08/19,19/08/19,12,12,12,JL,OK
P53,1,4,"0,3",16/08/19,19/08/19,73,73,73,JL,OK
P53,2,1,0,16/08/19,19/08/19,15,15,15,JL,OK
P53,2,2,"1,5",16/08/19,19/08/19,4,4,4,JL,OK
P53,2,3,"1,65",16/08/19,19/08/19,4,4,4,JL,OK
P53,2,4,"0,45",16/08/19,19/08/19,18,18,18,JL,OK
P53,3,1,"0,9",16/08/19,19/08/19,15,15,15,JL,OK
P53,3,2,"1,2",16/08/19,19/08/19,3,3,3,JL,OK
P53,3,3,"1,05",16/08/19,19/08/19,4,4,4,JL,OK
P53,3,4,"0,75",16/08/19,19/08/19,22,22,22,JL,OK
P54,1,1,"0,75",16/08/19,20/08/19,28,28,28,JL,OK
P54,1,2,"0,3",16/08/19,20/08/19,16,16,16,JL,OK
P54,1,3,"1,35",16/08/19,20/08/19,29,29,29,JL,OK
P54,1,4,"1,5",16/08/19,20/08/19,2,2,2,JL,OK
P54,2,1,"0,9",16/08/19,20/08/19,10,10,10,JL,OK
P54,2,2,"0,45",16/08/19,20/08/19,2,2,2,JL,OK
P54,2,3,"0,6",16/08/19,20/08/19,3,3,3,JL,OK
P54,2,4,"1,2",16/08/19,20/08/19,1,1,1,JL,OK
P54,3,1,"0,15",16/08/19,20/08/19,6,6,6,JL,OK
P54,3,2,0,16/08/19,20/08/19,4,4,4,JL,OK
P54,3,3,"1,65",16/08/19,20/08/19,3,3,3,JL,OK
P54,3,4,"1,05",16/08/19,20/08/19,2,2,2,JL,OK
P55,1,1,0,16/08/19,19/08/19,21,21,21,JL,OK
P55,1,2,"0,45",16/08/19,19/08/19,1,1,1,JL,OK
P55,1,3,"0,75",16/08/19,19/08/19,7,7,7,JL,OK
P55,1,4,"1,5",16/08/19,19/08/19,18,18,18,JL,OK
P55,2,1,"1,35",16/08/19,19/08/19,6,6,6,JL,OK
P55,2,2,"1,2",16/08/19,19/08/19,0,0,0,JL,OK
P55,2,3,"1,05",16/08/19,19/08/19,2,2,2,JL,OK
P55,2,4,"0,6",16/08/19,19/08/19,4,4,4,JL,OK
P55,3,1,"0,9",16/08/19,19/08/19,15,15,15,JL,OK
P55,3,2,"0,3",16/08/19,19/08/19,10,10,10,JL,OK
P55,3,3,"0,15",16/08/19,19/08/19,18,18,18,JL,OK
P55,3,4,"1,65",16/08/19,19/08/19,19,19,19,JL,OK
P56,1,1,"0,6",16/08/19,19/08/19,31,31,31,JL,OK
P56,1,2,0,16/08/19,19/08/19,22,22,22,JL,OK
P56,1,3,"0,15",16/08/19,19/08/19,0,0,0,JL,OK
P56,1,4,"0,3",16/08/19,19/08/19,15,15,15,JL,OK
P56,2,1,"0,75",16/08/19,19/08/19,5,5,5,JL,OK
P56,2,2,"1,65",16/08/19,19/08/19,1,1,1,JL,OK
P56,2,3,"1,5",16/08/19,19/08/19,5,5,5,JL,OK
P56,2,4,"0,9",16/08/19,19/08/19,1,1,1,JL,OK
P56,3,1,"1,35",16/08/19,19/08/19,2,2,2,JL,OK
P56,3,2,"1,05",16/08/19,19/08/19,0,0,0,JL,OK
P56,3,3,"0,45",16/08/19,19/08/19,13,13,13,JL,OK
P56,3,4,"1,2",16/08/19,19/08/19,5,5,5,JL,OK
P58,1,1,"1,35",16/08/19,19/08/19,3,3,3,JL,OK
P58,1,2,"0,45",16/08/19,19/08/19,11,11,11,JL,OK
P58,1,3,"1,65",16/08/19,19/08/19,8,8,8,JL,OK
P58,1,4,"0,15",16/08/19,19/08/19,11,11,11,JL,OK
P58,2,1,"1,5",16/08/19,19/08/19,4,4,4,JL,OK
P58,2,2,0,16/08/19,19/08/19,0,0,0,JL,OK
P58,2,3,"1,2",16/08/19,19/08/19,0,0,0,JL,OK
P58,2,4,"0,3",16/08/19,19/08/19,8,8,8,JL,OK
P58,3,1,"0,75",16/08/19,19/08/19,4,4,4,JL,OK
P58,3,2,"0,6",16/08/19,19/08/19,12,12,12,JL,OK
P58,3,3,"1,05",16/08/19,19/08/19,21,21,21,JL,OK
P58,3,4,"0,9",16/08/19,19/08/19,29,29,29,JL,OK
P59,1,1,"1,5",16/08/19,19/08/19,33,33,33,JL,OK
P59,1,2,"0,9",16/08/19,19/08/19,13,13,13,JL,OK
P59,1,3,0,16/08/19,19/08/19,10,10,10,JL,OK
P59,1,4,"0,3",16/08/19,19/08/19,22,22,22,JL,OK
P59,2,1,"0,75",16/08/19,19/08/19,3,3,3,JL,OK
P59,2,2,"1,35",16/08/19,19/08/19,14,14,14,JL,OK
P59,2,3,"0,6",16/08/19,19/08/19,8,8,8,JL,OK
P59,2,4,"0,15",16/08/19,19/08/19,17,17,17,JL,OK
P59,3,1,"1,05",16/08/19,19/08/19,3,3,3,JL,OK
P59,3,2,"1,2",16/08/19,19/08/19,18,18,18,JL,OK
P59,3,3,"0,45",16/08/19,19/08/19,4,4,4,JL,OK
P59,3,4,"1,65",16/08/19,19/08/19,21,21,21,JL,OK
P60,1,1,"0,6",16/08/19,19/08/19,19,19,19,JL,OK
P60,1,2,"0,9",16/08/19,19/08/19,5,5,5,JL,OK
P60,1,3,"0,45",16/08/19,19/08/19,4,4,4,JL,OK
P60,1,4,"1,2",16/08/19,19/08/19,93,93,93,JL,OK
P60,2,1,"0,75",16/08/19,19/08/19,29,29,29,JL,OK
P60,2,2,0,16/08/19,19/08/19,0,0,0,JL,OK
P60,2,3,"1,65",16/08/19,19/08/19,3,3,3,JL,OK
P60,2,4,"1,5",16/08/19,19/08/19,22,22,22,JL,OK
P60,3,1,"1,35",16/08/19,19/08/19,5,5,5,JL,OK
P60,3,2,"0,3",16/08/19,19/08/19,8,8,8,JL,OK
P60,3,3,"1,05",16/08/19,19/08/19,10,10,10,JL,OK
P60,3,4,"0,15",16/08/19,19/08/19,53,53,53,JL,OK
P61,1,1,"0,6",16/08/19,19/08/19,16,16,16,JL,OK
P61,1,2,"0,15",16/08/19,19/08/19,11,11,11,JL,OK
P61,1,3,"1,35",16/08/19,19/08/19,8,8,8,JL,OK
P61,1,4,"1,5",16/08/19,19/08/19,3,3,3,JL,OK
P61,2,1,"1,05",16/08/19,19/08/19,10,10,10,JL,OK
P61,2,2,"0,3",16/08/19,19/08/19,2,2,2,JL,OK
P61,2,3,"0,75",16/08/19,19/08/19,1,1,1,JL,OK
P61,2,4,"1,2",16/08/19,19/08/19,2,2,2,JL,OK
P61,3,1,0,16/08/19,19/08/19,23,23,23,JL,OK
P61,3,2,"0,45",16/08/19,19/08/19,19,19,19,JL,OK
P61,3,3,"0,9",16/08/19,19/08/19,38,38,38,JL,OK
P61,3,4,"1,65",16/08/19,19/08/19,4,4,4,JL,OK
P62,1,1,"1,65",16/08/19,19/08/19,24,24,24,JL,OK
P62,1,2,"0,15",16/08/19,19/08/19,0,0,0,JL,OK
P62,1,3,"0,6",16/08/19,19/08/19,8,8,8,JL,OK
P62,1,4,"0,3",16/08/19,19/08/19,31,31,31,JL,OK
P62,2,1,"0,45",16/08/19,19/08/19,32,32,32,JL,OK
P62,2,2,"1,35",16/08/19,19/08/19,12,12,12,JL,OK
P62,2,3,"0,9",16/08/19,19/08/19,11,11,11,JL,OK
P62,2,4,"0,75",16/08/19,19/08/19,3,3,3,JL,OK
P62,3,1,"1,05",16/08/19,19/08/19,14,14,14,JL,OK
P62,3,2,"1,5",16/08/19,19/08/19,14,14,14,JL,OK
P62,3,3,"1,2",16/08/19,19/08/19,11,11,11,JL,OK
P62,3,4,0,16/08/19,19/08/19,3,3,3,JL,OK
P63,1,1,"1,65",16/08/19,19/08/19,5,5,5,JL,OK
P63,1,2,"1,5",16/08/19,19/08/19,9,9,9,JL,OK
P63,1,3,"0,6",16/08/19,19/08/19,3,3,3,JL,OK
P63,1,4,"1,35",16/08/19,19/08/19,30,30,30,JL,OK
P63,2,1,"0,45",16/08/19,19/08/19,5,5,5,JL,OK
P63,2,2,"0,9",16/08/19,19/08/19,1,1,1,JL,OK
P63,2,3,"1,05",16/08/19,19/08/19,0,0,0,JL,OK
P63,2,4,0,16/08/19,19/08/19,0,0,0,JL,OK
P63,3,1,"0,3",16/08/19,19/08/19,36,36,36,JL,OK
P63,3,2,"0,75",16/08/19,19/08/19,2,2,2,JL,OK
P63,3,3,"0,15",16/08/19,19/08/19,1,1,1,JL,OK
P63,3,4,"1,2",16/08/19,19/08/19,11,11,11,JL,OK
P64,1,1,"0,75",16/08/19,19/08/19,14,14,14,JL,OK
P64,1,2,"0,6",16/08/19,19/08/19,17,17,17,JL,OK
P64,1,3,"1,65",16/08/19,19/08/19,6,6,6,JL,OK
P64,1,4,"0,3",16/08/19,19/08/19,2,2,2,JL,OK
P64,2,1,"0,9",16/08/19,19/08/19,20,20,20,JL,OK
P64,2,2,"1,5",16/08/19,19/08/19,31,31,31,JL,OK
P64,2,3,0,16/08/19,19/08/19,5,5,5,JL,OK
P64,2,4,"0,15",16/08/19,19/08/19,8,8,8,JL,OK
P64,3,1,"1,2",16/08/19,19/08/19,24,24,24,JL,OK
P64,3,2,"1,05",16/08/19,19/08/19,99,99,99,JL,OK
P64,3,3,"0,45",16/08/19,19/08/19,45,45,45,JL,OK
P64,3,4,"1,35",16/08/19,19/08/19,16,16,16,JL,OK
P65,1,1,0,16/08/19,19/08/19,12,12,12,JL,OK
P65,1,2,"1,35",16/08/19,19/08/19,5,5,5,JL,OK
P65,1,3,"0,15",16/08/19,19/08/19,7,7,7,JL,OK
P65,1,4,"0,9",16/08/19,19/08/19,19,19,19,JL,OK
P65,2,1,"1,65",16/08/19,19/08/19,3,3,3,JL,OK
P65,2,2,"0,3",16/08/19,19/08/19,1,1,1,JL,OK
P65,2,3,"1,5",16/08/19,19/08/19,12,12,12,JL,OK
P65,2,4,"1,05",16/08/19,19/08/19,19,19,19,JL,OK
P65,3,1,"0,75",16/08/19,19/08/19,16,16,16,JL,OK
P65,3,2,"0,45",16/08/19,19/08/19,19,19,19,JL,OK
P65,3,3,"0,6",16/08/19,19/08/19,12,12,12,JL,OK
P65,3,4,"1,2",16/08/19,19/08/19,3,3,3,JL,OK
P66,1,1,"1,2",16/08/19,19/08/19,19,19,19,JL,OK
P66,1,2,"0,3",16/08/19,19/08/19,8,8,8,JL,OK
P66,1,3,0,16/08/19,19/08/19,0,0,0,JL,OK
P66,1,4,"1,35",16/08/19,19/08/19,8,8,8,JL,OK
P66,2,1,"0,75",16/08/19,19/08/19,18,18,18,JL,OK
P66,2,2,"1,5",16/08/19,19/08/19,0,0,0,JL,OK
P66,2,3,"0,6",16/08/19,19/08/19,7,7,7,JL,OK
P66,2,4,"0,45",16/08/19,19/08/19,6,6,6,JL,OK
P66,3,1,"0,9",16/08/19,19/08/19,13,13,13,JL,OK
P66,3,2,"1,05",16/08/19,19/08/19,5,5,5,JL,OK
P66,3,3,"1,65",16/08/19,19/08/19,7,7,7,JL,OK
P66,3,4,"0,15",16/08/19,19/08/19,4,4,4,JL,OK
P67,1,1,"0,45",16/08/19,19/08/19,75,75,75,JL,OK
P67,1,2,"1,2",16/08/19,19/08/19,24,24,24,JL,OK
P67,1,3,"0,75",16/08/19,19/08/19,3,3,3,JL,OK
P67,1,4,"1,65",16/08/19,19/08/19,17,17,17,JL,OK
P67,2,1,"1,35",16/08/19,19/08/19,26,26,26,JL,OK
P67,2,2,"0,9",16/08/19,19/08/19,22,22,22,JL,OK
P67,2,3,0,16/08/19,19/08/19,2,2,2,JL,OK
P67,2,4,"0,3",16/08/19,19/08/19,4,4,4,JL,OK
P67,3,1,"0,15",16/08/19,19/08/19,28,28,28,JL,OK
P67,3,2,"1,05",16/08/19,19/08/19,23,23,23,JL,OK
P67,3,3,"0,6",16/08/19,19/08/19,9,9,9,JL,OK
P67,3,4,"1,5",16/08/19,19/08/19,0,0,0,JL,OK
P68,1,1,"1,5",16/08/19,19/08/19,0,0,0,JL,OK
P68,1,2,0,16/08/19,19/08/19,2,2,2,JL,OK
P68,1,3,"0,45",16/08/19,19/08/19,6,6,6,JL,OK
P68,1,4,"0,75",16/08/19,19/08/19,2,2,2,JL,OK
P68,2,1,"0,6",16/08/19,19/08/19,7,7,7,JL,OK
P68,2,2,"1,65",16/08/19,19/08/19,2,2,2,JL,OK
P68,2,3,"1,35",16/08/19,19/08/19,4,4,4,JL,OK
P68,2,4,"0,9",16/08/19,19/08/19,2,2,2,JL,OK
P68,3,1,"1,2",16/08/19,19/08/19,45,45,45,JL,OK
P68,3,2,"1,05",16/08/19,19/08/19,49,49,49,JL,OK
P68,3,3,"0,15",16/08/19,19/08/19,11,11,11,JL,OK
P68,3,4,"0,3",16/08/19,19/08/19,8,8,8,JL,OK
P69,1,1,"1,5",16/08/19,19/08/19,9,9,9,JL,OK
P69,1,2,"0,3",16/08/19,19/08/19,16,16,16,JL,OK
P69,1,3,"1,35",16/08/19,19/08/19,11,11,11,JL,OK
P69,1,4,"1,2",16/08/19,19/08/19,13,13,13,JL,OK
P69,2,1,"0,6",16/08/19,19/08/19,19,19,19,JL,OK
P69,2,2,"1,65",16/08/19,19/08/19,10,10,10,JL,OK
P69,2,3,"0,9",16/08/19,19/08/19,5,5,5,JL,OK
P69,2,4,0,16/08/19,19/08/19,11,11,11,JL,OK
P69,3,1,"0,45",16/08/19,19/08/19,15,15,15,JL,OK
P69,3,2,"0,75",16/08/19,19/08/19,8,8,8,JL,OK
P69,3,3,"0,15",16/08/19,19/08/19,5,5,5,JL,OK
P69,3,4,"1,05",16/08/19,19/08/19,11,11,11,JL,OK
P70,1,1,"0,45",16/08/19,20/08/19,8,8,8,JL,OK
P70,1,2,"1,2",16/08/19,20/08/19,2,2,2,JL,OK
P70,1,3,"0,75",16/08/19,20/08/19,2,2,2,JL,OK
P70,1,4,"1,05",16/08/19,20/08/19,4,4,4,JL,OK
P70,2,1,"0,6",16/08/19,20/08/19,4,4,4,JL,OK
P70,2,2,"0,3",16/08/19,20/08/19,8,8,8,JL,OK
P70,2,3,"0,15",16/08/19,20/08/19,7,7,7,JL,OK
P70,2,4,"1,5",16/08/19,20/08/19,5,5,5,JL,OK
P70,3,1,"1,35",16/08/19,20/08/19,41,41,41,JL,OK
P70,3,2,"1,65",16/08/19,20/08/19,12,12,12,JL,OK
P70,3,3,0,16/08/19,20/08/19,28,28,28,JL,OK
P70,3,4,"0,9",16/08/19,20/08/19,43,43,43,JL,OK
P71,1,1,"0,9",16/08/19,19/08/19,6,6,6,JL,OK
P71,1,2,0,16/08/19,19/08/19,3,3,3,JL,OK
P71,1,3,"1,65",16/08/19,19/08/19,0,0,0,JL,OK
P71,1,4,"1,05",16/08/19,19/08/19,1,1,1,JL,OK
P71,2,1,"1,2",16/08/19,19/08/19,8,8,8,JL,OK
P71,2,2,"0,6",16/08/19,19/08/19,0,0,0,JL,OK
P71,2,3,"0,45",16/08/19,19/08/19,0,0,0,JL,OK
P71,2,4,"1,35",16/08/19,19/08/19,1,1,1,JL,OK
P71,3,1,"0,3",16/08/19,19/08/19,19,19,19,JL,OK
P71,3,2,"0,15",16/08/19,19/08/19,15,15,15,JL,OK
P71,3,3,"0,75",16/08/19,19/08/19,3,3,3,JL,OK
P71,3,4,"1,5",16/08/19,19/08/19,2,2,2,JL,OK
P72,1,1,"0,3",16/08/19,19/08/19,9,9,9,JL,OK
P72,1,2,"0,45",16/08/19,19/08/19,3,3,3,JL,OK
P72,1,3,"0,15",16/08/19,19/08/19,0,0,0,JL,OK
P72,1,4,"0,9",16/08/19,19/08/19,1,1,1,JL,OK
P72,2,1,"1,5",16/08/19,19/08/19,10,10,10,JL,OK
P72,2,2,0,16/08/19,19/08/19,8,8,8,JL,OK
P72,2,3,"1,65",16/08/19,19/08/19,0,0,0,JL,OK
P72,2,4,"0,6",16/08/19,19/08/19,0,0,0,JL,OK
P72,3,1,"1,2",16/08/19,19/08/19,16,16,16,JL,OK
P72,3,2,"1,35",16/08/19,19/08/19,8,8,8,JL,OK
P72,3,3,"0,75",16/08/19,19/08/19,1,1,1,JL,OK
P72,3,4,"1,05",16/08/19,19/08/19,4,4,4,JL,OK
P73,1,1,"0,6",16/08/19,19/08/19,16,16,16,JL,OK
P73,1,2,"0,75",16/08/19,19/08/19,4,4,4,JL,OK
P73,1,3,"1,2",16/08/19,19/08/19,3,3,3,JL,OK
P73,1,4,"1,35",16/08/19,19/08/19,3,3,3,JL,OK
P73,2,1,"0,9",16/08/19,19/08/19,43,43,43,JL,OK
P73,2,2,0,16/08/19,19/08/19,27,27,27,JL,OK
P73,2,3,"1,65",16/08/19,19/08/19,0,0,0,JL,OK
P73,2,4,"0,3",16/08/19,19/08/19,1,1,1,JL,OK
P73,3,1,"1,05",16/08/19,19/08/19,10,10,10,JL,OK
P73,3,2,"0,15",16/08/19,19/08/19,38,38,38,JL,OK
P73,3,3,"0,45",16/08/19,19/08/19,3,3,3,JL,OK
P73,3,4,"1,5",16/08/19,19/08/19,17,17,17,JL,OK
P74,1,1,"0,15",16/08/19,19/08/19,5,5,5,JL,OK
P74,1,2,"1,05",16/08/19,19/08/19,4,4,4,JL,OK
P74,1,3,"0,45",16/08/19,19/08/19,5,5,5,JL,OK
P74,1,4,"1,2",16/08/19,19/08/19,8,8,8,JL,OK
P74,2,1,"1,65",16/08/19,19/08/19,0,0,0,JL,OK
P74,2,2,"1,5",16/08/19,19/08/19,1,1,1,JL,OK
