box,row,column,fruit,nb_eggs,proportion,date,obs
60,3,1,Cherry,4,0.007604563,27/04/2017,LO
60,3,2,Grape,0,0.228136882,27/04/2017,LO
60,3,3,Cranberry,0,0.296577947,27/04/2017,LO
60,3,4,Kiwi,0,0.117870722,27/04/2017,LO
61,1,1,Fig,4,0.023255814,25/04/2017,LO
61,1,2,Kiwi,3,0.013953488,25/04/2017,LO
61,1,3,Tomato,4,0.046511628,25/04/2017,LO
61,1,4,Cherry,47,0.279069767,25/04/2017,LO
61,2,1,Blackberry,32,0,25/04/2017,LO
61,2,2,Cranberry,0,0,25/04/2017,LO
61,2,3,Raspberry,39,0.079069767,25/04/2017,LO
61,2,4,Rosehips,24,0.176744186,25/04/2017,LO
61,3,1,Apricot,2,0,25/04/2017,LO
61,3,2,Strawberry,0,0,25/04/2017,LO
61,3,3,Grape,14,0.074418605,25/04/2017,LO
61,3,4,Blackcurrant,100,0.306976744,25/04/2017,LO
62,1,1,Kiwi,0,0.038277512,25/04/2017,LO
62,1,2,Strawberry,3,0.081339713,25/04/2017,LO
62,1,3,Fig,9,0.119617225,25/04/2017,LO
62,1,4,Cherry,33,0.04784689,25/04/2017,LO
62,2,1,Cranberry,20,0,25/04/2017,LO
62,2,2,Blackcurrant,20,0.023923445,25/04/2017,LO
62,2,3,Rosehips,21,0.052631579,25/04/2017,LO
62,2,4,Tomato,20,0.205741627,25/04/2017,LO
62,3,1,Grape,4,0.014354067,25/04/2017,LO
62,3,2,Blackberry,27,0.028708134,25/04/2017,LO
62,3,3,Raspberry,4,0.157894737,25/04/2017,LO
62,3,4,Apricot,8,0.229665072,25/04/2017,LO
63,1,1,Apricot,3,0,25/04/2017,LO
63,1,2,Grape,0,0.041825095,25/04/2017,LO
63,1,3,Kiwi,17,0.019011407,25/04/2017,LO
63,1,4,Cherry,78,0,25/04/2017,LO
63,2,1,Blackberry,9,0.019011407,25/04/2017,LO
63,2,2,Raspberry,0,0.019011407,25/04/2017,LO
63,2,3,Tomato,15,0.25095057,25/04/2017,LO
63,2,4,Fig,13,0,25/04/2017,LO
63,3,1,Rosehips,3,0.007604563,25/04/2017,LO
63,3,2,Cranberry,1,0.228136882,25/04/2017,LO
63,3,3,Blackcurrant,28,0.296577947,25/04/2017,LO
63,3,4,Strawberry,3,0.117870722,25/04/2017,LO
64,1,1,Raspberry,0,0.023255814,25/04/2017,LO
64,1,2,Apricot,1,0.013953488,25/04/2017,LO
64,1,3,Cranberry,0,0.046511628,25/04/2017,LO
64,1,4,Strawberry,0,0.279069767,25/04/2017,LO
64,2,1,Rosehips,0,0,25/04/2017,LO
64,2,2,Tomato,0,0,25/04/2017,LO
64,2,3,Kiwi,5,0.079069767,25/04/2017,LO
64,2,4,Blackberry,22,0.176744186,25/04/2017,LO
64,3,1,Fig,4,0,25/04/2017,LO
64,3,2,Cherry,8,0,25/04/2017,LO
64,3,3,Blackcurrant,30,0.074418605,25/04/2017,LO
64,3,4,Grape,9,0.306976744,25/04/2017,LO
65,1,1,Rosehips,5,0.038277512,25/04/2017,LO
65,1,2,Raspberry,4,0.081339713,25/04/2017,LO
65,1,3,Blackcurrant,39,0.119617225,25/04/2017,LO
65,1,4,Blackberry,43,0.04784689,25/04/2017,LO
65,2,1,Strawberry,0,0,25/04/2017,LO
65,2,2,Cranberry,2,0.023923445,25/04/2017,LO
65,2,3,Cherry,98,0.052631579,25/04/2017,LO
65,2,4,Tomato,24,0.205741627,25/04/2017,LO
65,3,1,Fig,1,0.014354067,25/04/2017,LO
65,3,2,Apricot,1,0.028708134,25/04/2017,LO
65,3,3,Kiwi,55,0.157894737,25/04/2017,LO
65,3,4,Grape,22,0.229665072,25/04/2017,LO
66,1,1,Cherry,62,0,25/04/2017,LO
66,1,2,Blackcurrant,73,0.041825095,25/04/2017,LO
66,1,3,Strawberry,7,0.019011407,25/04/2017,LO
66,1,4,Fig,23,0,25/04/2017,LO
66,2,1,Apricot,0,0.019011407,25/04/2017,LO
66,2,2,Blackberry,60,0.019011407,25/04/2017,LO
66,2,3,Rosehips,4,0.25095057,25/04/2017,LO
66,2,4,Raspberry,12,0,25/04/2017,LO
66,3,1,Grape,27,0.007604563,25/04/2017,LO
66,3,2,Kiwi,10,0.228136882,25/04/2017,LO
66,3,3,Tomato,1,0.296577947,25/04/2017,LO
66,3,4,Cranberry,31,0.117870722,25/04/2017,LO
67,1,1,Kiwi,16,0.023255814,25/04/2017,AF
67,1,2,Cranberry,1,0.013953488,25/04/2017,AF
67,1,3,Grape,3,0.046511628,25/04/2017,AF
67,1,4,Fig,24,0.279069767,25/04/2017,AF
67,2,1,Rosehips,7,0,25/04/2017,AF
67,2,2,Blackcurrant,36,0,25/04/2017,AF
67,2,3,Blackberry,30,0.079069767,25/04/2017,AF
67,2,4,Cherry,21,0.176744186,25/04/2017,AF
67,3,1,Raspberry,7,0,25/04/2017,AF
67,3,2,Tomato,17,0,25/04/2017,AF
67,3,3,Apricot,2,0.074418605,25/04/2017,AF
67,3,4,Strawberry,6,0.306976744,25/04/2017,AF
68,1,1,Apricot,11,0.038277512,25/04/2017,AF
68,1,2,Raspberry,29,0.081339713,25/04/2017,AF
68,1,3,Kiwi,20,0.119617225,25/04/2017,AF
68,1,4,Cherry,28,0.04784689,25/04/2017,AF
68,2,1,Strawberry,0,0,25/04/2017,AF
68,2,2,Grape,7,0.023923445,25/04/2017,AF
68,2,3,Blackcurrant,40,0.052631579,25/04/2017,AF
68,2,4,Cranberry,7,0.205741627,25/04/2017,AF
68,3,1,Blackberry,56,0.014354067,25/04/2017,AF
68,3,2,Tomato,4,0.028708134,25/04/2017,AF
68,3,3,Fig,23,0.157894737,25/04/2017,AF
68,3,4,Rosehips,23,0.229665072,25/04/2017,AF
69,1,1,Cherry,57,0,25/04/2017,AF
69,1,2,Blackcurrant,46,0.041825095,25/04/2017,AF
69,1,3,Apricot,26,0.019011407,25/04/2017,AF
69,1,4,Rosehips,4,0,25/04/2017,AF
69,2,1,Blackberry,11,0.019011407,25/04/2017,AF
69,2,2,Grape,3,0.019011407,25/04/2017,AF
69,2,3,Cranberry,2,0.25095057,25/04/2017,AF
69,2,4,Tomato,8,0,25/04/2017,AF
69,3,1,Fig,11,0.007604563,25/04/2017,AF
69,3,2,Strawberry,0,0.228136882,25/04/2017,AF
69,3,3,Kiwi,2,0.296577947,25/04/2017,AF
69,3,4,Raspberry,0,0.117870722,25/04/2017,AF
70,1,1,Strawberry,8,0.023255814,25/04/2017,AF
70,1,2,Blackcurrant,35,0.013953488,25/04/2017,AF
70,1,3,Kiwi,8,0.046511628,25/04/2017,AF
70,1,4,Apricot,8,0.279069767,25/04/2017,AF
70,2,1,Raspberry,6,0,25/04/2017,AF
70,2,2,Fig,17,0,25/04/2017,AF
70,2,3,Blackberry,44,0.079069767,25/04/2017,AF
70,2,4,Grape,5,0.176744186,25/04/2017,AF
70,3,1,Cranberry,1,0,25/04/2017,AF
70,3,2,Cherry,21,0,25/04/2017,AF
70,3,3,Tomato,15,0.074418605,25/04/2017,AF
70,3,4,Rosehips,12,0.306976744,25/04/2017,AF
